i,d,STTi,STTid,Gi,TTd,l.t,DG,HLi,Emerge,RanCrust,RanWat
161,7,120.0,59.015,0,0,0,0,1,0,0.9,0.25
162,7,120.0,59.015,0,0,0,0,1,0,0.9,0.15
163,7,80.0,59.015,0,0,0,0,1,0,0.9,0.15
164,7,180.0,59.015,0,0,0,0,1,0,0.9,0.3
165,7,120.0,59.015,0,0,0,0,1,0,0.9,0.3
166,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
167,7,120.0,59.015,0,0,0,0,1,0,0.9,0.15
168,7,120.0,59.015,0,0,0,0,1,0,0.9,0.3
169,7,180.0,59.015,0,0,0,0,1,0,0.9,0.25
170,7,120.0,59.015,0,0,0,0,1,0,0.9,0.25
171,7,99999.0,14.239,0,0,0,0,1,0,0.9,0.25
172,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
173,7,120.0,59.015,0,0,0,0,1,0,0.9,0.25
174,7,120.0,59.015,0,0,0,0,1,0,0.9,0.3
175,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
176,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
177,7,180.0,59.015,0,0,0,0,1,0,0.9,0.3
178,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
179,7,99999.0,59.015,0,0,0,0,1,0,0.9,0.25
180,7,120.0,59.015,0,0,0,0,1,0,0.9,0.3
181,7,50.0,59.015,0,0,0,0,1,0,0.9,0.3
182,7,50.0,59.015,0,0,0,0,1,0,0.9,0.25
183,7,180.0,59.015,0,0,0,0,1,0,0.9,0.25
184,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
185,7,80.0,49.905,0,0,0,0,1,0,0.9,0.25
186,7,250.0,59.015,0,0,0,0,1,0,0.9,0.3
187,7,250.0,59.015,0,0,0,0,1,0,0.9,0.3
188,7,120.0,59.015,0,0,0,0,1,0,0.9,0.3
189,7,250.0,59.015,0,0,0,0,1,0,0.9,0.3
190,7,120.0,59.015,0,0,0,0,1,0,0.9,0.3
191,7,99999.0,59.015,0,0,0,0,1,0,0.9,0.3
192,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
193,7,80.0,59.015,0,0,0,0,1,0,0.9,0.25
194,7,50.0,59.015,0,0,0,0,1,0,0.9,0.3
195,7,50.0,59.015,0,0,0,0,1,0,0.9,0.3
196,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
197,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
198,7,180.0,59.015,0,0,0,0,1,0,0.9,0.3
199,7,80.0,59.015,0,0,0,0,1,0,0.9,0.3
200,7,250.0,59.015,0,0,0,0,1,0,0.9,0.15
1,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
2,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
3,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
4,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
5,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
6,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
7,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
8,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
9,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
10,8,120.0,59.015,0,0,0,0,1,0,0.9,0.3
11,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
12,8,120.0,14.239,0,0,0,0,1,0,0.9,0.2
13,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
14,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
15,8,120.0,59.015,0,0,0,0,1,0,0.9,0.3
16,8,350.0,68.0135,0,0,0,0,1,0,0.9,0.3
17,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.2
18,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.2
19,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
20,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
21,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
22,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
23,8,500.0,68.0135,0,0,0,0,1,0,0.9,0.3
24,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
25,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.3
26,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
27,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.1
28,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
29,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
30,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.25
31,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
32,8,80.0,5.995,0,0,0,0,1,0,0.9,0.3
33,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
34,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.3
35,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
36,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
37,8,350.0,68.0135,0,0,0,0,1,0,0.9,0.3
38,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
39,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
40,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
41,8,50.0,59.015,1,8.9985,0,1,1,0,0.9,0.1
42,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
43,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
44,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
45,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.25
46,8,20.0,68.0135,0,0,0,0,1,0,0.9,0.3
47,8,350.0,68.0135,0,0,0,0,1,0,0.9,0.1
48,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
49,8,10.0,68.0135,0,0,0,0,1,0,0.9,0.3
50,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
51,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
52,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
53,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.2
54,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
55,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
56,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
57,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.15
58,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
59,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
60,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.15
61,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
62,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
63,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
64,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.25
65,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
66,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.25
67,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
68,8,50.0,23.879,0,0,0,0,1,0,0.9,0.3
69,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
70,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
71,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
72,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
73,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
74,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
75,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
76,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.25
77,8,500.0,68.0135,0,0,0,0,1,0,0.9,0.3
78,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
79,8,99999.0,14.239,0,0,0,0,1,0,0.9,0.3
80,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
81,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
82,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
83,8,350.0,68.0135,0,0,0,0,1,0,0.9,0.3
84,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
85,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
86,8,80.0,41.1275,0,0,0,0,1,0,0.9,0.3
87,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
88,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
89,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
90,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.25
91,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
92,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
93,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
94,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.15
95,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
96,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
97,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
98,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.25
99,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
100,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.25
101,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.25
102,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.1
103,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
104,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
105,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.1
106,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.2
107,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.1
108,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
109,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
110,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
111,8,350.0,68.0135,0,0,0,0,1,0,0.9,0.3
112,8,20.0,68.0135,0,0,0,0,1,0,0.9,0.3
113,8,350.0,68.0135,0,0,0,0,1,0,0.9,0.15
114,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
115,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.1
116,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
117,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
118,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
119,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
120,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.1
121,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
122,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
123,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
124,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
125,8,99999.0,59.015,0,0,0,0,1,0,0.9,0.3
126,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
127,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
128,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
129,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.25
130,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
131,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.15
132,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
133,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
134,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
135,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
136,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
137,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
138,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.15
139,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.25
140,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
141,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
142,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.3
143,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
144,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.25
145,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
146,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
147,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
148,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
149,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
150,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
151,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
152,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
153,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.1
154,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
155,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
156,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
157,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.15
158,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
159,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
160,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
161,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
162,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.15
163,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.15
164,8,180.0,59.015,0,0,0,0,1,0,0.9,0.3
165,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
166,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
167,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.15
168,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
169,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.25
170,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
171,8,99999.0,14.239,0,0,0,0,1,0,0.9,0.25
172,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
173,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
174,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
175,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
176,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
177,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
178,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
179,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.25
180,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
181,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
182,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.25
183,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.25
184,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
185,8,80.0,49.905,0,0,0,0,1,0,0.9,0.25
186,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.3
187,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.3
188,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
189,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.3
190,8,120.0,68.0135,0,0,0,0,1,0,0.9,0.3
191,8,99999.0,68.0135,0,0,0,0,1,0,0.9,0.3
192,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
193,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.25
194,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
195,8,50.0,68.0135,0,0,0,0,1,0,0.9,0.3
196,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
197,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
198,8,180.0,68.0135,0,0,0,0,1,0,0.9,0.3
199,8,80.0,68.0135,0,0,0,0,1,0,0.9,0.3
200,8,250.0,68.0135,0,0,0,0,1,0,0.9,0.15
1,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
2,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
3,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
4,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
5,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
6,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
7,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
8,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
9,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
10,9,120.0,59.015,0,0,0,0,1,0,0.9,0.3
11,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
12,9,120.0,14.239,0,0,0,0,1,0,0.9,0.2
13,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
14,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
15,9,120.0,59.015,0,0,0,0,1,0,0.9,0.3
16,9,350.0,71.158,0,0,0,0,1,0,0.9,0.3
17,9,180.0,71.158,0,0,0,0,1,0,0.9,0.2
18,9,50.0,71.158,0,0,0,0,1,0,0.9,0.2
19,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
20,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
21,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
22,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
23,9,500.0,71.158,0,0,0,0,1,0,0.9,0.3
24,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
25,9,250.0,71.158,0,0,0,0,1,0,0.9,0.3
26,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
27,9,250.0,71.158,0,0,0,0,1,0,0.9,0.1
28,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
29,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
30,9,50.0,71.158,0,0,0,0,1,0,0.9,0.25
31,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
32,9,80.0,5.995,0,0,0,0,1,0,0.9,0.3
33,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
34,9,250.0,71.158,0,0,0,0,1,0,0.9,0.3
35,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
36,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
37,9,350.0,71.158,0,0,0,0,1,0,0.9,0.3
38,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
39,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
40,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
41,9,50.0,59.015,1,12.143,1.58379400408,2,2.58379400408,y,0.9,0.1
42,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
43,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
44,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
45,9,250.0,71.158,0,0,0,0,1,0,0.9,0.25
46,9,20.0,71.158,0,0,0,0,1,0,0.9,0.3
47,9,350.0,71.158,0,0,0,0,1,0,0.9,0.1
48,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
49,9,10.0,71.158,0,0,0,0,1,0,0.9,0.3
50,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
51,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
52,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
53,9,80.0,71.158,0,0,0,0,1,0,0.9,0.2
54,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
55,9,120.0,68.0135,0,0,0,0,1,0,0.9,0.25
56,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
57,9,80.0,71.158,0,0,0,0,1,0,0.9,0.15
58,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
59,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
60,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.15
61,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
62,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
63,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
64,9,180.0,71.158,0,0,0,0,1,0,0.9,0.25
65,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
66,9,250.0,71.158,0,0,0,0,1,0,0.9,0.25
67,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
68,9,50.0,23.879,0,0,0,0,1,0,0.9,0.3
69,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
70,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
71,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
72,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
73,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
74,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
75,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
76,9,250.0,71.158,0,0,0,0,1,0,0.9,0.25
77,9,500.0,71.158,0,0,0,0,1,0,0.9,0.3
78,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
79,9,99999.0,14.239,0,0,0,0,1,0,0.9,0.3
80,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
81,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
82,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
83,9,350.0,71.158,0,0,0,0,1,0,0.9,0.3
84,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
85,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
86,9,80.0,41.1275,0,0,0,0,1,0,0.9,0.3
87,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
88,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
89,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
90,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.25
91,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
92,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
93,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
94,9,80.0,71.158,0,0,0,0,1,0,0.9,0.15
95,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
96,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
97,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
98,9,180.0,71.158,0,0,0,0,1,0,0.9,0.25
99,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
100,9,180.0,71.158,0,0,0,0,1,0,0.9,0.25
101,9,50.0,71.158,0,0,0,0,1,0,0.9,0.25
102,9,80.0,71.158,0,0,0,0,1,0,0.9,0.1
103,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
104,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
105,9,120.0,71.158,0,0,0,0,1,0,0.9,0.1
106,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.2
107,9,80.0,71.158,0,0,0,0,1,0,0.9,0.1
108,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
109,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
110,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
111,9,350.0,71.158,0,0,0,0,1,0,0.9,0.3
112,9,20.0,71.158,0,0,0,0,1,0,0.9,0.3
113,9,350.0,71.158,0,0,0,0,1,0,0.9,0.15
114,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
115,9,120.0,71.158,0,0,0,0,1,0,0.9,0.1
116,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
117,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
118,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
119,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
120,9,120.0,71.158,0,0,0,0,1,0,0.9,0.1
121,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
122,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
123,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
124,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
125,9,99999.0,59.015,0,0,0,0,1,0,0.9,0.3
126,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
127,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
128,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
129,9,50.0,71.158,0,0,0,0,1,0,0.9,0.25
130,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
131,9,120.0,71.158,0,0,0,0,1,0,0.9,0.15
132,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
133,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
134,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
135,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
136,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
137,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
138,9,120.0,71.158,0,0,0,0,1,0,0.9,0.15
139,9,50.0,71.158,0,0,0,0,1,0,0.9,0.25
140,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
141,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
142,9,250.0,71.158,0,0,0,0,1,0,0.9,0.3
143,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
144,9,250.0,71.158,0,0,0,0,1,0,0.9,0.25
145,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
146,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
147,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
148,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.3
149,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
150,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
151,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
152,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
153,9,250.0,71.158,0,0,0,0,1,0,0.9,0.1
154,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
155,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
156,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
157,9,80.0,71.158,0,0,0,0,1,0,0.9,0.15
158,9,80.0,71.158,0,0,0,0,1,0,0.9,0.25
159,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
160,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
161,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
162,9,120.0,71.158,0,0,0,0,1,0,0.9,0.15
163,9,80.0,71.158,0,0,0,0,1,0,0.9,0.15
164,9,180.0,59.015,0,0,0,0,1,0,0.9,0.3
165,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
166,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
167,9,120.0,71.158,0,0,0,0,1,0,0.9,0.15
168,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
169,9,180.0,71.158,0,0,0,0,1,0,0.9,0.25
170,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
171,9,99999.0,14.239,0,0,0,0,1,0,0.9,0.25
172,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
173,9,120.0,71.158,0,0,0,0,1,0,0.9,0.25
174,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
175,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
176,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
177,9,180.0,71.158,0,0,0,0,1,0,0.9,0.3
178,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
179,9,99999.0,71.158,0,0,0,0,1,0,0.9,0.25
180,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
181,9,50.0,71.158,0,0,0,0,1,0,0.9,0.3
182,9,50.0,71.158,0,0,0,0,1,0,0.9,0.25
183,9,180.0,71.158,0,0,0,0,1,0,0.9,0.25
184,9,80.0,71.158,0,0,0,0,1,0,0.9,0.3
185,9,80.0,49.905,0,0,0,0,1,0,0.9,0.25
186,9,250.0,71.158,0,0,0,0,1,0,0.9,0.3
187,9,250.0,71.158,0,0,0,0,1,0,0.9,0.3
188,9,120.0,71.158,0,0,0,0,1,0,0.9,0.3
